cliente_id,nome,email,celular,sexo,data_nascimento,documento,cidade,estado,cep,endereco,data_cadastro,atualizado_em
48c90415-401c-4b29-92bf-aa861176ca54,Maria Alice da Mata,ncamargo@example.net,+55 12 2877-4656,Masculino,1999-10-01,269.801.435-06,Cunha,GO,42916-664,"Passarela Rocha, 780",2024-01-20,2026-02-10
33a3b076-b5e9-4a62-b001-baba1100b488,Benjamim Ribeiro,sarapastor@example.net,+55 63 5253-8713,Masculino,1988-10-30,967.513.824-64,Macedo,MG,51676561,"Lagoa Eloah Vargas, 8",2025-12-11,2026-06-20
3ebcb03c-9ce2-42a0-bcf5-a051c49d9bd3,Liam Lopes,rporto@example.net,+55 79 5224-8872,Feminino,1967-01-08,460.358.972-74,das Neves de Ribeiro,RO,56705-150,"Ladeira Mariana da Costa, 28",2025-11-23,2026-01-11
75b1643d-e34f-4ed4-ad44-6481b2ecb182,Ana Liz Marques,leonardorios@example.com,51 8390-7157,Masculino,1983-03-21,470.319.582-88,Ribeiro,DF,79570943,"Lago de Novaes, 66",2022-07-22,2023-09-14
3fa16f5b-f5b8-4c9d-a107-8da646310218,Sra. Isabel Fernandes,ana-luiza47@example.com,+55 81 7325-7899,Feminino,1998-11-08,072.549.163-99,da Conceição do Norte,RJ,58087-667,Praia de Oliveira,2026-05-15,2026-06-15
22da0ff9-464c-48f6-a986-ad49a0c93404,Bruna Fonseca,kcunha@example.net,+55 42 8727-8441,Masculino,1978-02-23,156.308.247-08,Correia,PI,81318-947,"Campo Antônio Gomes, 58",2023-05-04,2023-08-27
9aed6355-e724-4403-af0f-e098bbdb3159,Yago Sampaio,thiagosantos@example.com,+55 33 0935-1741,Feminino,2000-10-24,853.129.740-05,da Conceição,DF,41140-052,"Viela Evelyn Porto, 37",2025-12-17,2025-12-20
2cdf072f-be28-41aa-991f-e9080d98a534,Nina Lopes,raqueldas-neves@example.org,+55 89 9126-4474,Masculino,1971-11-07,208.963.745-56,Novais de Silva,PB,15636-050,Via de Marques,2023-11-21,2025-08-09
7ad47a79-ef38-49f9-92e9-2b926a6e8b3d,Raquel Barbosa,ramosalexandre@example.net,32 5493-3214,Masculino,1989-05-08,024.596.173-99,Azevedo de Fogaça,GO,42482991,Vale Camargo,2023-07-03,2024-02-24
7107712e-c3c4-4e19-8916-8439f7f4f659,Isaac Sales,gleao@example.net,87 4157-4694,Masculino,2005-02-18,937.248.065-74,Casa Grande,BA,72418-429,"Vereda de Rios, 78",2025-04-30,2026-02-02
2b198299-9282-402e-bc74-ccd73efa1e75,Cecília Monteiro,maite94@example.net,+55 18 6453-4274,Masculino,1973-11-30,318.269.045-06,Costela,RJ,64447445,"Rodovia de Oliveira, 99",2023-01-07,2026-01-03
a5f962f2-b2e0-44fc-83c6-35eb0538483b,Anna Liz Caldeira,santosenzo@example.org,+55 48 8315-6584,Feminino,2005-05-04,702.163.854-07,da Cruz de Azevedo,AM,43115-311,"Viela Emanuella da Luz, 308",2022-12-18,2023-08-12
c35f0153-41d2-40c9-8630-2efa828cba5a,Sarah Oliveira,da-cruzmanuela@example.net,+55 45 1822-6228,Masculino,1985-07-25,249.136.085-33,Pinto de Pacheco,MS,93116-655,Trevo de Rodrigues,2024-02-10,2024-03-05
66ac8ee8-e21f-4cc8-9809-f1adbad564bd,Benjamin Castro,ivargas@example.net,+55 65 8670-2196,Masculino,1982-11-22,813.074.652-26,Casa Grande,RS,37734185,"Favela Marques, 5",2024-06-03,2026-03-16
a50f3107-5c7c-41c1-9b25-8c7c6ab4a9bf,Mariana da Cruz,mourahenry-gabriel@example.com,21 1373-3674,Feminino,1992-02-16,956.137.024-70,Ribeiro,AL,66733-257,"Alameda de Pinto, 949",2025-07-20,2026-07-06
c9fd233c-d1c6-45f0-8a2e-d8fdc4b3b508,Isabella Cavalcante,mmoreira@example.com,+55 34 2709-0219,Feminino,2006-06-05,634.821.507-53,Cavalcante Grande,AP,70063241,"Campo da Paz, 69",2023-11-21,2025-09-15
cf989ad3-c50e-473f-999d-9775fa747dea,Theo Sales,spimenta@example.net,28 9528-7019,Feminino,1994-01-09,581.426.730-53,Araújo,RN,83957707,"Travessa de Macedo, 623",2024-07-08,2026-04-27
fb9c3836-803e-4495-b75e-d8f82ad228fd,Davi Lucca Lopes,peixotohenrique@example.com,62 5419-5628,Masculino,1976-04-10,619.573.840-93,Pimenta,CE,15381643,"Rua Vieira, 397",2025-12-21,2026-07-18
54d49599-d2dc-46c6-bc36-6af5cfa441ce,Bryan Fernandes,luigipacheco@example.net,+55 14 0510-0707,Feminino,1993-05-20,109.837.624-22,Vasconcelos do Norte,TO,49201-283,"Trevo de Silveira, 28",2026-01-11,2026-03-06
fd3ab0c2-d954-49bc-8b37-3af97cf97086,Ravi Lucca da Mata,piresjose-pedro@example.net,63 6533-6099,Masculino,1981-01-20,973.540.821-04,Pimenta Grande,PI,05263603,"Avenida Rezende, 94",2025-02-27,2026-07-07
3d60fab9-435e-4a7d-b54a-2ae7ef156817,Lorenzo Borges,wazevedo@example.org,91 2171-9968,Feminino,2005-03-07,246.071.389-40,Guerra,PE,10590579,"Avenida Brayan Costela, 9",2025-06-22,2025-09-29
ef5e5951-71a6-4734-9083-614961643cbf,Luiz Henrique Ramos,almeidalara@example.com,77 9637-1233,Feminino,2000-05-11,281.037.956-40,das Neves,RR,69352-652,"Praia Vargas, 15",2023-05-09,2024-12-25
fd31894f-f100-4166-9c95-1161938ca2c3,Dra. Eduarda Cassiano,barrosdante@example.org,93 6160-2712,Masculino,2003-10-31,094.573.618-57,da Rocha,CE,56676183,"Distrito de Teixeira, 47",2023-10-29,2025-11-19
8506e115-1e29-4994-9bc9-007e7e6b12d3,Rhavi Freitas,goncalvesana-vitoria@example.com,87 8596-3827,Feminino,1974-10-26,095.186.473-48,Alves da Serra,TO,45272527,"Recanto da Cunha, 23",2026-06-17,2026-06-22
7bee3b9f-fe9a-4d34-a247-688a405bb4d9,Amanda da Costa,gustavo-henrique50@example.com,+55 49 3530-0441,Masculino,2002-04-17,821.647.350-80,Viana,DF,44690974,"Recanto de Duarte, 70",2023-12-23,2024-08-13
91aea84a-3075-44fb-b602-6dadc510c67d,Isabela Fonseca,kcasa-grande@example.com,69 2987-6037,Feminino,1993-01-15,614.893.507-48,Fernandes dos Dourados,SE,94482-575,"Setor Mendes, 69",2023-05-16,2023-06-24
5aa378cb-be7b-41f0-b36c-2991a2f3487e,Anthony Gabriel das Neves,maria-claramoreira@example.net,+55 41 8556-9031,Masculino,1971-11-01,147.039.658-01,Fogaça de Gonçalves,AL,61470-932,"Alameda de Pastor, 65",2024-08-28,2025-05-12
db429ecc-794f-444f-84dc-ee2049562074,Lucca Cunha,jose-pedropastor@example.com,67 1970-3355,Masculino,1989-08-14,465.390.812-51,Brito,CE,44790-861,"Favela de Pereira, 9",2026-02-05,2026-05-24
f1bd70f2-f693-4a1a-a218-92ac6c05ed82,Gustavo Henrique Guerra,ana-julia41@example.org,94 2031-5810,Feminino,2005-02-20,842.630.751-53,da Mota,DF,31609-833,"Colônia Lima, 633",2023-01-31,2023-12-24
d6e52d97-a45f-45d1-8eaa-343eb84edd2a,Daniel Gonçalves,davifreitas@example.net,96 2766-1406,Masculino,1983-05-11,973.812.654-19,Carvalho das Flores,RJ,85073-219,"Rua de Ferreira, 67",2024-06-16,2025-05-25
8330b191-05b6-43fd-ae86-649d9318895e,Mateus Barbosa,augustoabreu@example.com,11 3786-1889,Masculino,1999-06-28,185.243.760-07,Rezende,MG,29345429,"Favela Gabriel Costela, 217",2023-02-20,2025-07-02
550ac6b0-107f-4e3a-b7f9-9da5ca6f9c12,Luna Aparecida,apollomoura@example.net,+55 44 1779-9791,Masculino,1984-08-25,031.726.584-90,Cavalcante,MA,99980-053,"Estrada Alves, 75",2025-11-18,2026-02-18
8e649b13-7537-49d8-9e9e-9dde5a490975,Alice Farias,garciamaria-luiza@example.org,+55 98 1767-0836,Masculino,1973-10-16,329.457.610-25,Fernandes,SC,25555-058,"Viaduto Rodrigues, 6",2024-06-09,2025-06-27
d647312e-029e-4589-849b-1c5fd5ae1dbe,João Miguel da Rocha,abreupaulo@example.com,69 8739-7132,Feminino,1980-05-06,926.371.058-95,Dias,AC,77588-229,"Recanto Elisa da Mota, 64",2025-09-11,2025-09-24
80426826-3676-46fa-9e02-abb4b4c507a7,Renan Cirino,natalia55@example.net,+55 38 6393-2547,Feminino,1988-12-16,923.475.016-07,Brito,CE,74461-372,"Pátio de das Neves, 845",2026-06-28,2026-07-08
3c33ab5b-a1c6-4d11-86a6-0f7fe854f73f,Mariana Novais,lmoreira@example.org,+55 22 4000-0399,Feminino,1986-06-09,637.850.241-26,Nunes Grande,SC,98781935,"Área Silva, 3",2022-09-14,2024-12-22
c05e7985-0e5d-4d06-a8a9-63c163570279,Mariana das Neves,da-cunhalevi@example.net,+55 79 4745-6973,Feminino,1992-12-11,865.079.312-68,Silva,PR,81747-575,"Praça Rios, 10",2024-08-23,2025-03-28
790a3d87-5a80-4309-bc51-69448f858575,Enzo Gabriel Ramos,alvesstella@example.com,0500 974 6378,Feminino,1995-08-11,853.167.402-62,da Costa Verde,DF,55064440,"Favela de da Mota, 67",2026-04-14,2026-05-11
065a65b1-82e0-4bc2-aea2-305cb7357fe9,José Pedro Castro,limapietro@example.org,+55 68 9455-7628,Feminino,2005-07-31,768.934.152-73,Abreu,AM,81338-114,"Trevo de Garcia, 84",2025-03-29,2026-02-02
77be9c49-3c29-44a8-8fbf-19be25868812,Isadora Pereira,nunesasafe@example.net,83 1556-2732,Feminino,1990-06-26,510.689.327-59,Gonçalves de Vasconcelos,AL,58560258,"Chácara Vitor Azevedo, 870",2024-10-31,2025-05-27
5831d5db-6768-46ad-b5fd-61f074196406,Carolina da Cunha,esales@example.com,+55 73 8288-3724,Feminino,1986-01-07,350.764.289-10,Montenegro do Campo,BA,01169-708,"Estrada Barros, 79",2025-04-26,2026-05-06
b31fbd06-daa5-4057-bc1d-df394f654c36,Mariana Mendonça,yuri86@example.com,51 2920-4781,Masculino,1970-12-07,270.685.934-29,da Cruz,SC,95230-531,"Distrito Yuri Rocha, 941",2023-01-23,2026-01-25
02e0f4e3-22ab-4f5f-8042-b33fdc5d0bd9,Marina Marques,fernandocasa-grande@example.net,+55 45 1520-2509,Feminino,1988-08-11,680.243.715-53,Pereira do Norte,AP,76412114,"Morro Viana, 39",2023-05-06,2023-10-20
3899fa69-d165-4a97-b2ff-e221706dd35f,Daniela da Luz,ana-laura61@example.org,48 4718-6666,Feminino,1999-11-10,316.785.290-95,Novaes das Pedras,RJ,23312-917,"Viela Benjamim Cunha, 22",2025-02-13,2026-06-16
1e97ec6c-5e4d-417c-a735-8be4d5cfe531,Manuella Silva,mlima@example.org,65 9731-1923,Feminino,1970-02-18,782.390.561-21,Brito do Amparo,AL,85064-618,"Largo de da Cruz, 55",2023-10-08,2025-10-21
97d4412f-020e-4fa5-b1d9-0ec08cbd87cc,Gustavo Santos,ana-cecilia45@example.net,+55 46 5347-7030,Masculino,2004-05-13,675.238.094-56,Moreira,RJ,08461910,"Pátio Sousa, 454",2026-04-07,2026-05-10
85476225-e10c-45d4-8a3e-0d1904d0d15a,Stella da Costa,rhavi22@example.net,45 1485-3098,Masculino,1997-12-30,807.425.639-10,Freitas da Serra,AC,75625075,"Jardim Sá, 972",2026-04-15,2026-06-15
e8a55abe-db41-48ba-9046-eadfe43f3d21,Dr. Heitor Gomes,lunna11@example.com,82 0383-8221,Feminino,1984-12-19,061.932.754-52,Alves,RN,06610-107,Conjunto de Alves,2025-04-20,2025-10-15
034c9329-ee2f-413f-b9bf-9706a0c84d43,Rebeca Porto,brodrigues@example.org,+55 47 2388-4878,Masculino,1972-10-31,671.839.054-20,Sousa,AC,58096-366,Alameda Caldeira,2023-07-20,2023-07-23
d7589d9c-ec57-406f-aef2-01e6a8a5aefd,Dra. Clara Casa Grande,piresjoana@example.org,87 5442-3206,Feminino,2003-08-19,570.623.918-59,Macedo do Sul,MS,99267-185,"Condomínio de Rios, 261",2025-10-24,2026-05-11
c048b873-d8e7-4244-89f1-9bd977de3c36,Ian da Mata,raquelcamargo@example.net,+55 22 2228-2403,Feminino,1977-02-27,628.103.495-33,Correia de Goiás,PB,76898657,"Loteamento da Mata, 53",2025-07-17,2026-01-15
66303531-4834-494b-b353-9dd2ce92adc3,Lavínia Correia,da-rosamanuela@example.com,14 9790-5569,Feminino,1984-04-13,065.342.897-92,Borges,AM,34230-585,"Sítio Júlia Cardoso, 52",2023-03-11,2024-06-25
4c0247d3-78bb-4e9c-8727-491e337478bb,Thiago Novais,augusto44@example.net,41 9034-1587,Feminino,1979-11-17,459.306.178-48,da Mota da Praia,AL,04601-599,Praia Antony Porto,2023-06-16,2023-08-23
3e4d6fde-a59b-4078-a510-6a85b93eeff3,Isadora Carvalho,brunapeixoto@example.net,+55 13 3222-6431,Feminino,1980-11-10,238.451.067-35,das Neves de Souza,SE,87814506,"Fazenda da Paz, 67",2022-10-11,2023-08-13
b61b6b45-56a7-4c71-9d11-9a613d9d8989,Hellena Novais,raquel48@example.com,28 5119-4355,Feminino,1987-12-10,437.852.961-00,Lopes,TO,71151-574,"Fazenda de Borges, 63",2024-02-26,2024-06-04
3f02371c-e8ad-4511-936f-dc26af9869e0,Gustavo Costa,amandamoraes@example.net,96 6483-5573,Masculino,1998-12-09,810.524.367-90,Castro,MS,75289617,"Colônia Novais, 882",2023-11-16,2025-06-13
9ff54405-f262-4d58-94ce-6342bac714ef,Benício Cassiano,marcos-viniciussousa@example.org,88 9236-9590,Masculino,1997-07-08,728.104.396-13,Abreu,PI,56169785,"Pátio Pimenta, 822",2026-06-02,2026-06-17
1268b80e-6cc2-4b1c-a0c1-69fc6df84e54,Luiz Miguel Carvalho,qsilva@example.org,+55 93 0929-9556,Feminino,1992-10-15,483.751.902-41,Jesus do Sul,RN,74297484,"Sítio de Sousa, 498",2023-05-27,2025-03-16
a17486b3-4710-42ad-a852-877bd49e7ef0,Ana Clara Mendes,daniel17@example.org,+55 99 8988-7969,Feminino,2002-07-31,539.024.768-00,Vieira de Porto,AP,56400591,"Trevo de Vieira, 1",2025-03-12,2026-03-05
cd88d7ed-b57d-4338-bc9d-7f714b77c4c1,Vitor Ramos,tfreitas@example.com,+55 16 8909-8006,Masculino,2004-06-12,610.538.247-26,Pimenta Verde,PA,90594609,"Campo de Melo, 15",2025-09-15,2026-05-01
498027c2-1a7f-4109-96d7-e5a02ac9b594,Maria Júlia Viana,jose-pedro77@example.com,0800 789 7757,Masculino,2007-07-05,183.649.072-04,Costela,SE,65570-804,"Chácara de da Luz, 460",2025-12-12,2026-04-03
bccfeb22-7598-42b1-9421-e0860fbad329,Emilly Macedo,mateus44@example.com,+55 34 1863-6973,Feminino,1979-07-18,673.902.184-87,Nogueira do Oeste,PE,30142-429,"Praça de Sampaio, 63",2025-08-06,2026-04-01
8da3d859-d412-427d-83c0-777221b2b145,Ian da Cruz,noahpastor@example.com,+55 71 4705-0492,Feminino,1974-08-25,675.892.341-09,da Conceição Grande,RS,05383319,"Praça Silveira, 59",2025-11-15,2026-06-02
d6e7a037-c601-4eb9-a4ed-15380d085dc8,Heloísa Sá,joao-gabrielvieira@example.org,+55 75 2763-0463,Feminino,1977-02-19,506.289.471-94,Fonseca Alegre,SP,86022262,"Avenida Allana Ramos, 98",2024-08-26,2025-10-31
432f97c5-031f-4d85-a330-8e5742cbe8cd,Gustavo Campos,luiz-felipemoura@example.net,83 6864-4247,Masculino,1978-03-07,904.325.768-00,Lopes da Prata,ES,60642530,"Vila Almeida, 439",2022-10-17,2025-11-03
bf1f569c-8d63-474e-8597-d00ece41ebe7,Igor Fogaça,aragaogabriela@example.com,+55 34 7143-7296,Masculino,2007-09-12,053.497.186-57,Cardoso,DF,11225913,"Rua de Vargas, 175",2023-08-14,2023-08-23
dffde7c0-6f21-4b34-89d1-d897f3f94e8e,Maria Alice Fernandes,nicolas67@example.org,41 1219-6025,Feminino,1966-05-06,401.685.372-90,Caldeira de Farias,MS,87901-266,"Conjunto de Vieira, 344",2025-08-10,2026-01-10
fb60831c-a189-4bcd-9a7b-74af5225322f,Davi Lucas Garcia,augusto84@example.com,+55 51 5229-1388,Feminino,1988-09-15,597.183.264-64,Azevedo de Ferreira,RS,62376-251,"Colônia Sara Pimenta, 38",2023-03-14,2024-07-23
3399c3b2-4628-499a-bc21-c71fb5fb4ceb,Luiz Otávio das Neves,wrodrigues@example.com,+55 46 0807-0961,Feminino,1991-03-04,253.069.478-83,Oliveira,TO,34635-468,"Largo Ana Júlia Azevedo, 13",2025-07-18,2026-04-20
5d8db4bd-af10-4831-be2a-5ad07ae6f7cc,Sarah Almeida,mvieira@example.org,74 8016-3078,Masculino,2004-08-30,849.021.675-49,Sá,TO,09302602,"Trevo Pastor, 913",2024-03-14,2026-06-20
b101f7fe-3d68-4176-b0b1-f1ffaff08600,Dr. Otto Novais,pmarques@example.net,+55 63 3463-7674,Masculino,1971-05-18,025.649.187-94,Campos de Campos,RN,71910037,Sítio de Sampaio,2024-05-29,2025-07-12
20a938ad-2b15-45f3-96f5-4e180ac70567,Lunna Novaes,bernardo77@example.org,97 2512-3405,Masculino,2002-01-24,841.260.573-07,Pinto Verde,RN,34618947,Feira de Vargas,2023-05-12,2026-04-17
7431fc2d-5bd3-47a9-b9ed-781306dba499,Benjamim da Conceição,peixotorebeca@example.org,88 4157-2904,Feminino,2008-01-20,142.967.830-50,Melo,RS,31167-083,"Distrito Costa, 265",2025-01-01,2025-09-16
2fa560e6-7656-482a-a07d-0c5644804621,Ravi Lucca Silva,souzaalicia@example.org,18 5934-1309,Masculino,1969-01-11,870.314.625-17,Nogueira do Sul,RN,94277-654,"Distrito Fogaça, 912",2023-12-16,2025-06-20
ee59fd4c-a11f-478b-a1a8-18adc94b17f7,Dr. Pedro Lucas Costa,luanmarques@example.org,0300 229 8584,Feminino,2004-08-12,786.931.405-66,Moreira de Minas,SE,05859379,"Ladeira Nunes, 77",2025-05-14,2025-10-15
9767e7a0-64b2-4f97-acc6-9b77b4e20ed0,Maria Luísa Gomes,amontenegro@example.net,96 8092-6479,Masculino,1976-07-15,724.156.083-35,Pastor da Mata,AM,11927713,"Vale de da Costa, 2",2024-06-29,2025-03-28
0005bc87-6ae0-46f7-ad83-da5f1ad90c6c,Heitor Machado,rda-paz@example.com,92 7790-9789,Feminino,1984-08-22,479.810.325-04,Sá,CE,34689-741,"Estação de Albuquerque, 2",2024-01-19,2026-01-02
7d26ef1d-f24b-49b3-9eb3-a5c8e93ffc98,Davi Miguel Teixeira,kamilly37@example.com,+55 98 8609-7814,Feminino,1977-10-01,284.976.350-00,Martins de Cassiano,RJ,23636-098,"Vila Vasconcelos, 280",2022-10-23,2024-12-02
ec83402b-2d43-4fc7-abd1-e8d2a84c5e23,Olivia Sousa,iduarte@example.net,38 5874-9232,Masculino,2008-06-08,530.627.941-43,Cavalcante Verde,SC,93905-532,"Feira de Montenegro, 151",2024-06-04,2026-03-05
72fc7ac0-3003-4cbb-9085-c6fd6f4d60f9,Ian Oliveira,apollo14@example.com,+55 95 3833-3843,Feminino,2003-11-29,694.051.372-80,Machado,SC,59477-427,"Conjunto da Cunha, 85",2023-03-09,2024-09-17
815a0afb-baea-4194-bcec-9a6d45daf572,João Vieira,salescaio@example.net,98 5952-7344,Masculino,1982-02-03,605.937.412-34,Aparecida de Almeida,PA,00768773,"Via Costela, 4",2023-01-01,2024-10-31
d44b04ba-7097-4451-9f5b-edc9b357f21e,Kaique Sampaio,joao-pedronascimento@example.net,+55 21 2406-5388,Feminino,2006-06-20,492.571.830-41,Pimenta,TO,06161366,"Pátio de Vasconcelos, 65",2025-10-27,2026-06-08
ed74e447-5a63-41ce-b5b9-01548df059f5,Maria Liz Rocha,candrade@example.com,61 4805-5081,Masculino,1994-06-04,309.512.874-60,da Cruz das Flores,AL,95584-292,"Morro Rios, 1",2026-04-10,2026-05-12
09c75ec8-4804-471f-baaf-d3d73ead07a2,Bernardo Siqueira,heitor69@example.com,51 7180-3152,Masculino,2008-02-21,356.098.712-12,Ramos,BA,10639-123,"Quadra Vitória Rocha, 42",2023-04-13,2024-06-13
c1864d9b-eb73-4cbd-a3c9-e4ceb91868e8,Rael Sá,caioteixeira@example.com,+55 99 3381-6291,Masculino,2005-03-28,430.296.157-07,Viana de Rocha,PE,43633-605,"Avenida Manuela Fernandes, 8",2022-12-02,2026-01-18
63c95449-79e1-4f60-9ba3-0b7ea367a5de,Pedro Costa,nicolasda-costa@example.org,85 7755-1338,Masculino,1983-12-05,970.243.581-14,Farias Paulista,PI,50797819,"Estrada Davi Miguel Rezende, 560",2023-05-08,2025-06-19
d3509195-51db-4023-88fd-83dd2038b1e2,Ana Carolina Leão,plima@example.com,12 2753-3872,Masculino,1977-10-26,186.390.245-70,Pastor do Galho,MG,31019545,"Campo Fernandes, 84",2023-05-21,2025-05-24
c765dd7e-4b4b-4cad-ad6e-bf9ae5ef0f10,Olívia da Mota,qmoraes@example.com,34 5628-0895,Feminino,1984-08-17,951.704.836-00,Rios das Pedras,CE,91466347,"Alameda de Brito, 29",2023-10-09,2026-01-07
1d754b34-5ca0-4ec3-93d3-670fcdde549a,Heitor Albuquerque,danielandrade@example.net,12 2854-4649,Masculino,1984-07-27,469.750.231-07,Correia,CE,94927098,Viaduto Kamilly Costa,2023-11-11,2024-11-02
6901a517-6f0b-40ea-8d40-ac31ebd0aafe,Maya Duarte,claricecavalcante@example.net,14 2430-4058,Feminino,1975-08-04,312.045.786-80,Andrade da Prata,ES,66077-554,"Morro Lunna Farias, 49",2022-11-30,2023-08-22
0159bae1-6134-4e16-80f2-867096d95210,Srta. Olivia Mendes,carolina73@example.net,+55 71 7909-7183,Masculino,2008-07-09,126.305.789-68,Pimenta dos Dourados,AM,41246-042,"Trevo de das Neves, 32",2023-03-09,2024-06-11
eaf28dcc-4878-4f15-8e38-31e6970ff6c7,Cauã Monteiro,da-mataagatha@example.org,+55 92 0270-7421,Feminino,1968-12-03,015.236.987-21,Costa de Minas,GO,55992-611,Trevo Pereira,2025-05-21,2026-06-02
f7b35242-f07f-417c-a67a-d96093e864a0,Isabella Fonseca,stellapimenta@example.org,+55 88 8328-6259,Masculino,1991-05-05,147.025.683-53,Fernandes,AM,92167765,"Favela Melina Siqueira, 7",2023-01-01,2024-05-17
ef59dff3-4db2-4339-a55e-de4f32245362,Miguel da Mota,gda-cunha@example.net,84 0631-6542,Feminino,1970-02-25,375.214.096-80,Pastor de Goiás,RS,53935982,"Feira João Gabriel Vargas, 76",2025-10-03,2026-05-18
14649c39-4e16-4a8c-bb1e-8d00fbe8ce79,Fernanda Casa Grande,daniel80@example.com,+55 99 0402-6604,Masculino,1996-08-16,813.450.769-75,Moura,AC,38809-734,"Pátio Novais, 96",2026-01-07,2026-03-11
f88b5a1c-a652-4cc2-958c-331d31f39789,Ayla Ferreira,fernanda31@example.net,95 5760-0311,Feminino,1980-07-31,380.294.617-04,Machado de Câmara,MT,85335122,"Sítio Diego Viana, 80",2023-08-17,2026-06-01
607546ac-ddec-4b63-801f-c63099e818a3,Kamilly Mendonça,isaque11@example.com,+55 98 7073-2052,Masculino,1995-09-25,529.831.476-73,da Mata de Goiás,SE,44397287,"Jardim Bruno Silveira, 17",2024-08-24,2025-10-13
b6b3b338-fadd-47e1-8ac3-fa86804087b1,Igor Marques,riosluana@example.net,95 5673-9055,Feminino,1974-06-13,748.261.903-87,Rezende da Praia,SE,90553933,"Avenida Rezende, 53",2025-08-06,2026-03-25
0417afa6-8791-4c85-ac98-efeb28051a76,Esther das Neves,daniela80@example.net,82 7455-0692,Masculino,1972-11-12,819.570.623-12,Rocha Paulista,PI,48123239,"Ladeira Nathan Cavalcante, 7",2023-05-24,2023-07-03
fcecbf82-9d06-48b4-9e00-15021679ab90,Natália Garcia,marquesbreno@example.net,+55 24 7405-7010,Feminino,1967-08-27,984.637.021-04,Cirino,PI,45666-551,"Lagoa Leonardo Aragão, 57",2024-02-16,2025-09-27
16c62232-451a-4a87-a338-3d764c78e4b7,Bianca Guerra,emanuellyda-cunha@example.net,27 6186-6239,Feminino,1966-10-12,814.932.670-78,Rocha,RR,64636771,Núcleo Duarte,2024-11-09,2025-04-12
cde64fd8-d7c4-4484-9464-605dbf42f1ae,Sr. Diego Mendonça,mviana@example.com,67 2913-7781,Feminino,1983-08-18,305.149.678-20,Macedo da Praia,AL,91940581,Lago Moraes,2024-09-28,2026-04-27
3abf0d21-724f-49dc-b135-39e5815c4be6,Enzo Gabriel Fernandes,esales@example.org,+55 12 1979-0828,Masculino,1987-06-21,918.342.065-70,Montenegro,RR,10581929,Travessa Ana Cecília Vasconcelos,2024-11-15,2025-07-29
9b28a7a6-2c04-4576-bc76-c5e19cd58971,Kevin Farias,luiza35@example.com,+55 53 6348-5082,Feminino,1999-10-15,321.670.548-07,Cavalcante,SE,58924826,Avenida Mendonça,2023-08-21,2025-01-15
79535420-683b-41c6-8583-5b4b42ae3c8b,Camila Barbosa,lucas-gabriel42@example.org,+55 53 4747-0680,Masculino,2002-04-30,027.915.386-40,Monteiro do Sul,AL,63207-099,Vila Vitória Moraes,2022-08-25,2023-06-16
e2f8245b-9147-4830-b7b3-ec4da30ac709,Benjamim Ribeiro,pintomaria-flor@example.com,16 3434-0483,Masculino,1987-06-10,587.920.613-03,Casa Grande Paulista,CE,14592-489,"Conjunto Yago Siqueira, 880",2022-12-19,2023-06-21
cc764c5b-6bea-418e-9478-c5cd51c41e6e,Anna Liz Pacheco,ribeirocecilia@example.net,43 6321-8485,Feminino,1981-02-16,321.847.690-96,Ferreira,CE,21592313,"Esplanada Ana Luiza Castro, 73",2026-04-03,2026-06-05
48b9a534-40c0-4f27-929a-98f713763e00,Henry Gabriel Borges,ana-luizada-cruz@example.org,+55 93 7402-1014,Feminino,2006-02-26,708.564.932-10,Vieira dos Dourados,RJ,94535-959,"Vereda de Sales, 68",2023-05-11,2024-06-26
76e5f3f9-e811-4301-90be-a8c55880879f,Mariane Barbosa,daragao@example.com,+55 75 6856-7539,Masculino,1979-04-27,453.907.618-39,Pacheco,RR,63124-600,"Rodovia Antônio da Mata, 983",2024-07-18,2025-09-18
70a7bab1-afc4-4430-a6d1-992fdd1224a5,Aurora Pacheco,aparecidabruna@example.net,79 2045-2748,Feminino,1997-09-01,389.764.150-00,Cirino,AP,86005-204,"Pátio de da Mota, 3",2024-08-21,2025-11-11
3cd6446d-451e-43a7-89b1-514b3d63a5f4,Antony Farias,sousabruno@example.com,+55 88 9483-6765,Masculino,1967-06-07,103.279.856-40,da Luz,PB,52340591,"Setor Felipe Machado, 7",2025-06-29,2025-10-16
8f5ab00a-78b3-4c0d-9437-dfb2392199e9,Pietro Sampaio,joao-miguelnovaes@example.com,0900 058 1869,Masculino,1996-08-30,186.597.423-46,Costela,RS,82317-955,"Avenida Thales Machado, 5",2024-06-09,2025-03-19
0b66c649-5523-4167-8115-1d92768fe92b,João Guilherme Viana,wpereira@example.org,68 1452-7592,Masculino,1999-07-22,978.045.136-66,Jesus Alegre,AM,44033-207,"Rodovia Caio Viana, 1",2026-02-17,2026-07-18
05c4cca4-668e-40d3-b42b-c8d39d016984,Sr. Joaquim Vargas,nina64@example.com,89 3252-6955,Feminino,1996-08-11,541.963.278-00,Fonseca,MS,96877-430,"Lagoa de da Mata, 9",2023-06-22,2023-08-28
e3e55db2-e64d-4cc6-bc2e-903ff342ee02,Benjamin Fernandes,martinsvicente@example.com,+55 15 5438-6351,Masculino,1987-04-02,845.276.091-49,da Paz do Oeste,RR,85613454,"Setor de Nogueira, 56",2025-12-17,2026-02-01
